,stock,snp500,industry,oil,cci,bci,class,trend_slope_prior,trend_slope_post,sector,cluster
165,EQR,0.7264043761020863,0.6170975787427804,-0.7517151707997527,0.9206169561390005,0.914894596682132,decreasing/RTC,-0.051538477887164105,0.08693742752075195,Real Estate,20
166,EQT,-0.7141269704673076,0.5228077775390682,0.8006010549951739,-0.7208000687282708,-0.7054346140877096,decreasing/RTC,-0.09722497098647853,0.11166648070017497,Energy,3
167,ES,0.21877930046727995,0.0532781885176312,-0.47106556323774923,0.6758262474917615,0.6737427363948013,decreasing/RTC,-0.06313577171372572,-0.04000011994876963,Utilities,20
168,ESS,0.7345773631523974,0.6208785004479688,-0.7904536267782764,0.9471880959112011,0.9420214035572577,decreasing/RTC,-0.19836312248593285,0.49778678200461646,Real Estate,20
169,ETN,0.5095191629940251,0.2711396226062338,-0.05123359338662464,-0.20267660953052863,-0.20303657043230508,increasing,0.17053504598569713,0.7675284249441965,Industrials,5
170,ETR,-0.18015694936978313,0.15338527428793367,0.06796254023963749,0.19300414949726302,0.18182940986980753,decreasing/RTC,-0.04965240609977843,-0.039775677216358676,Utilities,6
171,ETSY,0.6944988659676525,0.30848669046197263,-0.816635194082223,0.7516519112936012,0.7691767571027921,no change,-0.008253445375720987,-0.023197467776312344,Consumer Discretionary,11
172,EVRG,0.3018244843777886,0.07319610542171757,-0.4687448391856663,0.6218839332392898,0.6195305169690645,decreasing/RTC,-0.014000037511189778,0.0032109378804415062,Utilities,20
173,EW,0.7873321914106037,0.09571435981783612,-0.8668643432858459,0.9222620009893097,0.9214354716061929,increasing,0.03626229384270198,0.03626229384270198,Health Care,5
174,EXC,-0.3036819390084417,0.18189017872301202,0.5470179099491709,-0.2605168649634936,-0.3112125627803728,no change/RTC,0.005148052419506529,0.035705126248873204,Utilities,17
175,EXPD,0.7894452899892673,0.25803295069397747,-0.6132373040350576,0.41630328490969626,0.41703833187276035,increasing,0.09799481330647722,0.09799481330647722,Industrials,5
176,EXPE,0.7927349839887088,0.27296771610459203,-0.661164833983911,0.8650404591671181,0.8415027300181922,decreasing/RTC,-0.03634910910366377,0.3623268821022727,Consumer Discretionary,20
177,EXR,0.5141201334677776,0.5566362930944657,-0.588924809342343,0.7735080228535415,0.7678585589142549,decreasing,-0.15499997611577104,-0.15499997611577104,Real Estate,1
178,F,0.7316919115026215,0.25039636443943775,-0.49907774733689275,0.6345466878392613,0.6156159478684669,decreasing/RTC,-0.014925373134328358,0.014797620546250115,Consumer Discretionary,20
179,FANG,-0.5704110620904669,0.5896099432036562,0.932030043820839,-0.6949946440057369,-0.7271136245285352,no change,-0.012246260965677132,-0.012246260965677132,Energy,10
180,FAST,0.908012499376714,0.222795599325596,-0.5298326830170847,0.5178452623992005,0.4912047723418636,increasing,0.032415351941857726,0.06277993734015724,Industrials,5
181,FCX,0.4179644093783849,0.12982955544302274,0.12296737070004866,0.12545380180681126,0.0558502888499239,increasing,0.04169122014677709,0.04169122014677709,Materials,5
182,FDS,0.27454473122035683,0.10788109292655589,0.020401645534969096,0.028380748931221438,0.02913208839064189,decreasing,-0.11243354987119245,-0.11243354987119245,Financials,1
183,FDX,0.8008517338329423,0.18296420192847376,-0.6826790436566067,0.5315807906035516,0.5166459957589774,increasing,0.4779194175422966,0.4779194175422966,Industrials,5
184,FE,0.09655651842853773,0.14849997640869075,0.24912421592450198,0.0805758331929678,0.022196559979373948,no change,0.002516765594482422,0.018047568911597842,Utilities,4
185,FFIV,0.8192226950124316,0.211325814105679,-0.8317135856458353,0.9380372425548013,0.930856352575172,decreasing/RTC,-0.09377401105258851,0.2598074888571715,Information Technology,20
186,FI,0.31017903908431527,-0.049645249293726865,-0.038906973716696255,-0.31579350438392867,-0.3041846675282983,increasing,0.12827462187123279,0.12827462187123279,Financials,5
187,FICO,-0.1170506035018923,0.04063301549647149,0.5172449705428591,-0.7499738108172411,-0.7632400783677347,increasing,1.6782774341848743,1.6782774341848743,Information Technology,5
188,FIS,0.5166215928119752,0.2156656782852297,-0.8326770907794422,0.9352668875228657,0.9500475626361778,decreasing,-0.1337702940768959,-0.1337702940768959,Financials,1
189,FITB,0.5173754726051287,0.26995477357430886,-0.5940584922719375,0.8550423001794213,0.8426021143704066,decreasing,-0.04203123599290848,-0.04203123599290848,Financials,1
190,FLT,0.7594540575859882,0.13666067443613011,-0.6473311396119735,0.6196818821068154,0.6208727252661518,increasing,0.33314097555060135,0.33314097555060135,Financials,5
191,FMC,-0.44733031031780546,0.06562516291937867,0.7100826213193653,-0.397689181892483,-0.4552038224764133,increasing/RTC,0.0545264368471892,-0.34135175894202463,Materials,2
192,FOX,0.7813052388115344,0.47375266041651065,-0.69504017603772,0.8301192902042319,0.8149307222562983,increasing,0.00817978367660985,0.00817978367660985,Communication Services,5
193,FOXA,0.7643993000684365,0.46799344101787743,-0.6862522834475335,0.8269995409297951,0.8083131615251077,increasing,0.00801065802735907,0.00801065802735907,Communication Services,5
194,FRT,0.7449142125403828,0.5956456366411833,-0.6892329481826992,0.8812206181832744,0.8601923920453971,decreasing,-0.025595264517383656,-0.025595264517383656,Real Estate,1
195,FSLR,-0.2627407921010554,0.006142218595952689,0.5332997684300158,-0.795039445420236,-0.7891703771647878,increasing,0.34208315199889616,0.34208315199889616,Information Technology,5
196,FTNT,0.6990923314585666,0.2437866769215179,-0.30348069645145187,0.16377777050740952,0.1451156930607606,increasing,0.11561570947541046,0.11561570947541046,Information Technology,5
197,FTV,0.7071845721504306,0.26139165116513974,-0.555696167026977,0.305461045776905,0.3314225713169947,increasing,0.013571375892275856,0.24276195556398422,Industrials,5
198,GD,-0.65012908381166,-0.12918493779264686,0.8306698659147674,-0.5691101210989656,-0.5818322765970686,decreasing,-0.12006000199279059,-0.12006000199279059,Industrials,19
199,GE,0.4727239003048589,0.24329266682220174,-0.041528389819148984,-0.19793152667083933,-0.21245522945264908,increasing,0.279416848467542,0.279416848467542,Industrials,5
200,GEHC,-0.011172587883737772,-0.008121270436364294,0.37604261818295714,-0.6084537051518919,-0.631315656612985,increasing,0.09405414478198902,0.09405414478198902,Health Care,5
201,GEN,0.45255587847000844,0.0633212004835391,-0.5983047800312263,0.8516504718525238,0.852794028576533,decreasing/RTC,-0.03148504797901426,0.061757321918711944,Information Technology,20
202,GILD,-0.18495053950410945,0.01979178458472826,0.39001303281140426,-0.5852287366960801,-0.5929520287277964,increasing/RTC,0.09116257561577691,-0.002086879896081012,Health Care,2
203,GIS,-0.6334154913628806,0.11178452905682436,0.834649106773883,-0.9238237533951776,-0.9351221532186079,increasing/RTC,0.05999996722133384,-0.2517424496737394,Consumer Staples,2
204,GL,-0.515905442737657,-0.10182214962784446,0.7873125065519075,-0.8102540712421595,-0.8266455708301813,increasing,0.02205956098492809,0.02205956098492809,Financials,5
205,GLW,0.7257099888668338,0.1982709843827149,-0.7105830688652516,0.7914815784299577,0.7774181779167747,no change,0.001255923310714737,0.001255923310714737,Information Technology,11
206,GM,0.8102137416484748,0.3269610240900017,-0.8096454261965481,0.8291295820662135,0.8326996435272515,decreasing,-0.008880961482327122,-0.008880961482327122,Consumer Discretionary,1
207,GNRC,0.6906498466298511,0.07243512865307901,-0.9223822370547634,0.94727195191075,0.967556877332391,decreasing/RTC,-0.3790342282026242,0.5554231517102135,Industrials,20
208,GOOG,0.9049046170981697,0.4934847778642583,-0.8732171141042169,0.8498557992885005,0.8549285490529067,increasing,0.12215840414870421,0.12215840414870421,Communication Services,5
209,GOOGL,0.9055586333573817,0.4938754855891308,-0.8711698740303536,0.8516858160620868,0.8561502840879397,increasing,0.1221089755454887,0.1221089755454887,Communication Services,5
210,GPC,-0.5947894281561854,-0.18211741923105285,0.7959207114538106,-0.9149994781803436,-0.9079820434156415,increasing/RTC,0.04271443029087376,-0.0277259968958763,Consumer Discretionary,2
211,GPN,0.5979392190009946,0.21877723245361708,-0.8436495120753871,0.8793196430830568,0.8978319635872798,decreasing,-0.03999997144337213,-0.03999997144337213,Financials,1
212,GRMN,0.7653544124076175,0.30507774365208556,-0.9295609798102736,0.8252144085980595,0.8410284805220456,increasing,0.08890149566256791,0.08890149566256791,Consumer Discretionary,5
213,GS,0.6243506195301852,0.23033707466409303,-0.6615700154242017,0.5577360808728408,0.5823891656343528,no change,-0.039480443586382946,-0.039480443586382946,Financials,11
214,GWW,-0.1844244558119091,0.09900534464307907,0.6500663194477895,-0.8251658870453751,-0.8391969592303001,increasing,0.8740605341923702,1.1205857220818016,Industrials,5
215,HAL,-0.4971555394492153,0.564547070996438,0.8824533818637847,-0.6001665512888404,-0.6466572882336261,increasing,0.01306688765001737,0.01306688765001737,Energy,7
216,HAS,0.6260633214366373,0.19999687467123797,-0.8165008644250951,0.9472358817575306,0.9514801240371399,decreasing,-0.04477135479785051,-0.04477135479785051,Consumer Discretionary,1
217,HBAN,0.35200012751011783,0.2651688543334727,-0.49266656306586404,0.6779507508305482,0.6854996488630192,decreasing,-0.015426597831424593,-0.015426597831424593,Financials,1
218,HCA,0.5328454241863456,0.09403568451383348,-0.05025247579220703,-0.10776735104565092,-0.1270227408158351,increasing,0.38391203741632585,0.38391203741632585,Health Care,5
219,HD,0.793764474695133,0.3184285746705806,-0.6574045777478632,0.6812573987294793,0.6703061283314398,no change/RTC,0.00802949999199539,0.7693333943684896,Consumer Discretionary,8
220,HES,-0.657509852931401,0.5703286592538549,0.9557346318103062,-0.9404174701737177,-0.9530549690778033,increasing,0.06327581277725061,0.06327581277725061,Energy,7
221,HIG,0.10362113439133498,0.09439513574659514,0.33261307543035845,-0.19971180089615992,-0.23330417447045237,increasing,0.023826652633482385,0.023826652633482385,Financials,5
222,HII,-0.6914950812434373,-0.10020893692295169,0.7074023743499461,-0.7227651326449158,-0.6746144140323077,decreasing/RTC,-0.2163799130930838,0.5358251770490845,Industrials,16
223,HLT,0.5788686418684267,0.2085449739253122,0.04407545253671578,0.10105602197171153,0.05102223962690249,increasing,0.09095240797417453,0.09095240797417453,Consumer Discretionary,5
224,HOLX,0.1852105245754973,0.06532414231488473,0.1579004734620954,-0.291190835452034,-0.33361930878750634,increasing/RTC,0.10364822366297215,-0.0646013496747983,Health Care,0
225,HON,0.5490792485083847,0.21528068875992518,-0.49082909853378415,0.37466621687189894,0.398768944118761,no change,-0.0012632751272562627,0.0817854745047433,Industrials,11
226,HPE,0.483655882256505,0.16040089492380538,0.10361967693988904,0.0570774467475962,0.004176280302872547,increasing,0.009117638363557704,0.04952935813405321,Information Technology,5
227,HPQ,0.4706647316555311,0.09354053303274339,-0.17648857119107417,0.4891879843086572,0.4280402551696681,increasing,0.013579114537396238,0.0514799757803486,Information Technology,5
228,HRL,-0.07012367682235177,0.07528637917374913,0.03589195183885782,0.3224785236699832,0.30702266533220934,decreasing,-0.040392379683552165,-0.040392379683552165,Consumer Staples,1
229,HSIC,0.13947547873489088,0.05098603603962242,0.25433218309749117,0.031547136512744864,-0.03548685003627606,increasing,0.022800365085319824,0.022800365085319824,Health Care,5
230,HST,-0.0379315221263216,0.1785747325111522,0.3539969085260941,0.04882300567089776,0.022739768255562738,decreasing/RTC,-0.008888880411783854,0.0014496130101821002,Real Estate,6
231,HSY,-0.5323591243474971,0.12096217993721582,0.8311192250159974,-0.9086953954086514,-0.9274281880802828,increasing/RTC,0.19171112143748767,-0.7072455088297526,Consumer Staples,2
232,HUM,-0.7197939970554407,-0.08265193839327478,0.761535156754612,-0.8306383655412778,-0.819324652307782,increasing/RTC,0.05338156639568071,-0.4760013641427256,Health Care,2
233,HWM,-0.1763529295193972,0.09877527353767689,0.6362877450475172,-0.803325479219385,-0.8165866522374802,increasing,0.06727767782248997,0.06727767782248997,Industrials,5
234,IBM,-0.3415394464682392,-0.1093663512624099,0.41190664486164696,-0.3120900499544846,-0.3145231672860271,decreasing/RTC,-0.05021275135508755,0.2793386744502375,Information Technology,6
235,ICE,0.9291396403626838,0.252409147403412,-0.663891454614332,0.7374801533059495,0.7210655230899052,increasing,0.06773695213132791,0.06773695213132791,Financials,5
236,IDXX,0.8519035178890926,0.14072472435288422,-0.7758626429800659,0.6427290433093221,0.643749162172776,increasing,0.7419394348020727,0.7419394348020727,Health Care,5
237,IEX,0.19425748223240008,0.17489364847474614,-0.10382097161873739,-0.08177629579172728,-0.0671139343455302,decreasing,-0.026240680834366672,-0.026240680834366672,Industrials,1
238,IFF,0.5676149761327519,0.10662852171448178,-0.8067135640719456,0.9501482369576367,0.9473742815969255,decreasing/RTC,-0.07727325064070681,-0.009095587381502478,Materials,20
239,ILMN,0.7504226533220716,0.11992157246339298,-0.8986824576351915,0.9142138086216174,0.9217462219893641,decreasing,-0.06809172312418621,-0.06809172312418621,Health Care,1
240,INCY,-0.42241372555275236,-0.0027962205554367403,0.26791729989824575,-0.060320591912385674,-0.09425590880974476,decreasing,-0.04928249443995424,-0.04928249443995424,Health Care,1
241,INTC,0.7852339728001639,0.19058744901758534,-0.8699463033380745,0.9682198588949477,0.9613647190681371,increasing,0.02426709363414983,0.02426709363414983,Information Technology,5
242,INTU,0.8918617602897246,0.2753019230636346,-0.8698697316111766,0.7743660999819431,0.7847757784085381,increasing,0.11152189347338577,1.4921652102002911,Information Technology,5
243,INVH,0.7725435295802342,0.5946788269443409,-0.8099224462433611,0.8964784033656242,0.8970285372679401,increasing,0.007999999237946656,0.007999999237946656,Real Estate,5
244,IP,0.5546601920025556,0.10170562907400338,-0.8204436433050741,0.9353098013476376,0.9355716457915113,decreasing,-0.020979261507658952,-0.020979261507658952,Materials,1
245,IPG,0.6861542111645519,0.2825930889356272,-0.31519204140306056,0.20500516753804765,0.1726230529340532,increasing,0.046463107544040164,0.046463107544040164,Communication Services,5
246,IQV,0.8236566430871948,0.12019776262868646,-0.8246752670075856,0.8178915282536507,0.8223927292966152,decreasing/RTC,-0.08601478127872243,0.47389004239518884,Health Care,20
247,IR,0.5178626116717483,0.26331210402607724,-0.05696986044428589,-0.17641162169087538,-0.18589933531182315,increasing,0.05979967422974415,0.14019182272124708,Industrials,5
248,IRM,-0.15646582967563236,-0.29152494303267684,0.6664671075940207,-0.6891305802477375,-0.7059856965235072,increasing,0.04030770521897536,0.04030770521897536,Real Estate,5
249,ISRG,0.8759513899579657,0.13478202960780644,-0.6555291376737719,0.48201500655259566,0.4928863866533001,increasing,0.511131765346716,0.511131765346716,Health Care,5
250,IT,0.2562398702644565,0.1542527785339451,0.13052068104350195,-0.3473209262940435,-0.32905439991999624,increasing,0.0859072335701494,0.20835469563802084,Information Technology,5
251,ITW,0.5709163277842705,0.2747637950937081,-0.13208839718611695,-0.04995732287676023,-0.07210036431446244,increasing,0.22489637995603473,0.4924777235303606,Industrials,5
252,IVZ,0.7808073665532698,0.2775276627912081,-0.8308884168805507,0.8966546593902788,0.897837731031409,decreasing,-0.0036363601684570312,-0.0036363601684570312,Financials,1
253,J,0.6445180693932084,0.07709926740578504,-0.6473707225028074,0.8368444438005734,0.8268672765913379,decreasing/RTC,-0.036059410215822305,0.3323486212528113,Industrials,20
254,JBHT,0.6675153196083295,0.18861809218306413,-0.2665477912309287,0.3719805297349042,0.3460457524676381,increasing,0.029915753356309315,0.6462406864872685,Industrials,5
255,JCI,0.8133235441561629,0.2530988475763518,-0.6157503822624992,0.5266429271147757,0.5262394839727556,increasing,0.025469350498177234,0.13285714104062035,Industrials,5
256,JKHY,-0.39464883686909236,-0.010214208440344826,0.2289581691993832,-0.02056221761946376,0.011082381767775542,decreasing/RTC,-0.2600995381673177,0.40619312633167615,Financials,6
257,JNJ,-0.12087655978265122,0.010360818912589217,0.03800931210610586,0.24509254691096874,0.23920333438612693,decreasing/RTC,-0.05141300870644305,0.2795207536817895,Health Care,6
258,JNPR,0.4112807353256468,0.11594006761699371,0.050793100174015976,0.21646764603584837,0.14138463747699792,no change,0.0030488922322267067,0.0030488922322267067,Information Technology,4
259,JPM,0.8405709568978628,0.21896620811515663,-0.6782105324349669,0.5774528097510448,0.5756179615381887,increasing,0.13802344997723898,0.37119680116658876,Financials,5
260,K,-0.7783666065909451,0.08599452006242984,0.6600193182890816,-0.649083063311225,-0.6224820729949425,decreasing,-0.04131354944801703,-0.04841451180785941,Consumer Staples,19
261,KDP,-0.20952879002295355,0.03608825073851342,0.04326163673294126,0.24769031896333046,0.2505292622430765,decreasing,-0.03033899859096227,-0.03033899859096227,Consumer Staples,1
262,KEY,0.41776922998994137,0.2622367782277034,-0.5570109124775576,0.823435405624431,0.8115965716186457,decreasing,-0.039110871378369105,-0.039110871378369105,Financials,1
263,KEYS,0.4792949286427189,0.18758262120384311,-0.42357489439081025,0.27658206039539707,0.2997872549436558,decreasing/RTC,-0.08597315370646957,0.06508629299630192,Information Technology,20
264,KHC,-0.31814286551310883,0.13466799525475565,0.5077486833801749,-0.27365155236859046,-0.32560921537658744,increasing/RTC,0.01931271285001658,-0.06555557250976562,Consumer Staples,2
265,KIM,0.5345031205687694,0.5595099517579522,-0.3850648770856233,0.7222573319580291,0.69752897906993,decreasing/RTC,-0.014910554115816672,0.03949499611902718,Real Estate,20
266,KLAC,0.41145619247386334,0.19931783237879083,0.1204486868040873,-0.2942178001083097,-0.31535724809218796,increasing,0.27346874477705163,0.9692774454752604,Information Technology,5
267,KMB,0.4707921681719244,0.052843165809152076,-0.30738825566785877,0.1701763703619137,0.14432179307698265,increasing,0.04601080929421629,0.04601080929421629,Consumer Staples,5
268,KMI,-0.4577239365299829,0.4518382638779569,0.6553874245571011,-0.2856123875999643,-0.3041766540313114,decreasing,-0.005434782608695652,-0.005434782608695652,Energy,14
269,KMX,0.7848597197073999,0.28332921049938353,-0.9233888678872001,0.9221044024112149,0.9358385320817055,decreasing/RTC,-0.04294987382559941,0.2079656535181506,Consumer Discretionary,20
270,KO,-0.397690710159123,0.18008575354073708,0.6872156871897968,-0.5102554400808677,-0.5559684964178638,increasing/RTC,0.012500003973642985,0.005344732809104348,Consumer Staples,2
271,KR,-0.13628488178203302,0.13354865862968052,0.37702602339772806,-0.10846417469726853,-0.15063769499568644,increasing,0.0069158678856965534,0.0069158678856965534,Consumer Staples,5
272,L,0.16402653712419052,0.05550351978005432,0.2753912631654813,0.0649888826743976,-0.008628615785623543,increasing,0.023491778545619367,0.10292852492559523,Financials,5
273,LDOS,-0.28061837274924256,-0.10141227606554995,0.1966011776807916,0.12767423413932202,0.1260679828975273,decreasing,-0.0580390042098111,-0.0580390042098111,Industrials,1
274,LEN,0.5956252496148664,0.25136462733792075,-0.2475626748805332,-0.06060483881337701,-0.06528752705066827,increasing,0.22519609051049588,0.22519609051049588,Consumer Discretionary,5
275,LH,0.819257628784484,0.12920803172585388,-0.8514800911309293,0.8819373431123105,0.8800378671794532,no change/RTC,0.015962767618161487,0.6598905947544145,Health Care,8
276,LHX,-0.009988477141411507,-0.1330411890931276,-0.2265376645263791,0.5393932824047899,0.5540537020903402,decreasing,-0.20536470603519957,-0.20536470603519957,Industrials,1
277,LIN,0.28812156764468744,-0.012360395292978568,0.21838002067725298,-0.38544816101165613,-0.4162140317268577,increasing,0.4901603388379038,0.4551139511428513,Materials,5
278,LKQ,0.217822410203679,0.14034255771429233,0.03236482027802098,-0.2585030142301381,-0.26718556744266814,increasing/RTC,0.03328759903298285,0.010557304594907967,Consumer Discretionary,0
279,LLY,-0.37094882391048534,-0.05303367881205115,0.6980429291351937,-0.8814559478973425,-0.8750433906959305,increasing,0.6299668308039821,0.6299668308039821,Health Care,5
280,LMT,-0.6186918773867993,-0.05869535130931453,0.9338839207541629,-0.8545781553305521,-0.8812817696771695,no change,0.016464541656802396,0.016464541656802396,Industrials,18
281,LNC,0.5474295881596488,0.2355259794752903,-0.7652250690503776,0.9467023271370222,0.9551051791934053,decreasing,-0.11206461265888608,-0.11206461265888608,Financials,1
282,LNT,0.3510785690084339,0.07516564580962627,-0.4573521192953222,0.6321119684765465,0.630511964334004,decreasing/RTC,-0.022376884848384536,0.008761959984188987,Utilities,20
283,LOW,0.8398518316141792,0.3175714256785513,-0.4626438056609163,0.450384654129112,0.43502159431288523,increasing,0.03236937792445252,0.5462014484187285,Consumer Discretionary,5
284,LRCX,0.9145018111043453,0.3107588978275468,-0.6168441992560083,0.4772775820561703,0.4606823606734544,increasing,0.6970829233705038,1.4993384350305317,Information Technology,5
285,LUV,0.6316283248296016,0.07023820276255385,-0.7810212189484338,0.9235495172757281,0.9353402446468293,decreasing/RTC,-0.03846680247650134,0.092500368754069,Industrials,20
286,LVS,-0.04105717665591037,0.029330089472182123,0.4090837831315625,-0.6394451691459394,-0.6620372486163091,increasing,0.10500002617350357,0.10500002617350357,Consumer Discretionary,5
287,LW,-0.38150420730394263,0.07042740308783897,0.66271494207292,-0.9002148049894225,-0.9042430288159798,increasing,0.17037496566772461,0.17037496566772461,Consumer Staples,5
288,LYB,0.4572898026065995,0.13489219577708925,-0.26115583276397003,0.5194038008174011,0.4597285310562457,increasing,0.061213223847949874,0.061213223847949874,Materials,5
289,LYV,0.7362455154760014,0.3823482186729639,-0.5558501316248127,0.7489095036668344,0.7336201488932106,decreasing/RTC,-0.08745092348635633,0.18756922243140903,Communication Services,20
290,MA,0.4606875207105924,0.0392536372334262,0.0421768268608104,-0.14221259497289676,-0.1814097606268126,increasing,0.3256724604990121,0.3256724604990121,Financials,5
291,MAA,0.7181823624179012,0.6236573094328737,-0.7075007462025816,0.9127909794607502,0.8922553850723893,decreasing,-0.06185753958369991,-0.06185753958369991,Real Estate,1
292,MAR,0.18490678621433937,0.03627827705498615,0.4816871787413916,-0.3950363007963624,-0.4388407723380966,increasing,0.17465156479832886,0.17465156479832886,Consumer Discretionary,5
293,MAS,0.8755397849155429,0.18427618145938543,-0.7849084576406351,0.7316854965128058,0.7208568460979746,increasing,0.01402468020047634,0.17109617170270858,Industrials,5
294,MCD,-0.07444858589398454,-0.020702485568655143,0.5141677922066561,-0.7233809416769739,-0.7344734821749702,increasing,0.17593296608204329,0.17593296608204329,Consumer Discretionary,5
295,MCHP,0.6432631644239343,0.271321907671197,-0.22420493608964248,0.027179978098284575,0.007250264042705759,increasing,0.0965967266376202,0.2487657714188632,Information Technology,5
296,MCK,-0.6348855529676518,-0.09186341121796196,0.9269643340689463,-0.9565355362694064,-0.9609657155295979,increasing,0.2029435432214531,0.2029435432214531,Health Care,5
297,MCO,0.9529421530511797,0.21476078715890393,-0.8020741820787417,0.6893343353666371,0.6924275802891254,increasing,0.19447681515715842,0.6329885664440337,Financials,5
298,MDLZ,0.11856606174276099,0.11100663896928943,0.35904726602294085,-0.5129238523190551,-0.546938614295203,increasing,0.063196300553655,0.063196300553655,Consumer Staples,5
299,MDT,0.7194015078953316,0.10702249984946129,-0.9005279437960992,0.9148896230298108,0.931649653399662,no change,0.008567838740528078,0.008567838740528078,Health Care,11
300,MET,-0.2765395798407006,0.12119675206501035,0.3063252112019607,0.023466761050035354,0.016235536666507108,decreasing,-0.05923806731690516,-0.05923806731690516,Financials,1
301,META,0.879382698376067,0.45008560416685794,-0.8423428978877925,0.65533733413961,0.6626980169786607,increasing,0.9945688530950263,0.9945688530950263,Communication Services,5
302,MGM,0.7677633781752551,0.31666529979559166,-0.3620553845876526,0.2746329570687993,0.25252316185494783,increasing,0.062422307553242545,0.062422307553242545,Consumer Discretionary,5
303,MHK,0.7114907521272901,0.27604826414078304,-0.9255386729162611,0.9365752827388064,0.9423569937219303,no change,0.003645240515810249,0.003645240515810249,Consumer Discretionary,11
304,MKC,0.5213089339162051,0.09577101024985343,-0.21537039809214575,0.4461502558077804,0.4078511806343895,increasing,0.03666663915932584,0.03666663915932584,Consumer Staples,5
305,MKTX,0.6302285447164656,0.20387709478418595,-0.7676249041127341,0.672892142359204,0.6588520094350702,increasing/RTC,0.7997350322798709,-0.7279391664447206,Financials,12
306,MLM,0.8119029270572435,0.03684282733232349,-0.3302864175024855,0.18283824793354803,0.17943841976598576,increasing,0.4846678727827732,0.4846678727827732,Materials,5
307,MMC,0.21598680520617602,-0.06577476008384574,0.34680784863576286,-0.503756882289593,-0.5065083620258493,increasing,0.12477937474744073,0.12477937474744073,Financials,5
308,MMM,0.6376508736965354,0.06448412853936064,-0.8691796342258423,0.956114618162424,0.966583602775193,decreasing,-0.12061368126467051,-0.12061368126467051,Industrials,1
309,MNST,-0.14580653884360242,0.03619544635487752,0.36343449476709233,-0.7007523334980775,-0.6968536169174757,increasing,0.060743958551992924,0.060743958551992924,Consumer Staples,5
310,MO,0.3526012401444333,0.05256885615450406,-0.19863408010193218,0.5168395945224581,0.4693720328032312,increasing/RTC,0.01031498114267985,-0.006702883807933273,Consumer Staples,0
311,MOH,-0.3180999169798317,-0.04906833385965691,0.4265022805974131,-0.2511388560288096,-0.21934754488680405,decreasing,-0.24485686246843635,-0.24485686246843635,Health Care,1
312,MOS,-0.43293320455879786,0.0778793674012842,0.517731437176766,-0.1258102321946073,-0.15488193430183675,decreasing,-0.0755670474664977,-0.0755670474664977,Materials,1
313,MPC,-0.6520568352683928,0.5448574673840765,0.9244363821044508,-0.9485678704956951,-0.965939157433464,increasing,0.10643790127479867,0.10643790127479867,Energy,7
314,MPWR,0.692299894853555,0.2615625114108295,-0.45106718171417565,0.2486872790442336,0.24999527951880363,increasing,0.532709264488136,1.1471666456102492,Information Technology,5
315,MRK,-0.5037243307497434,-0.05397689682575345,0.7826745545834434,-0.9082431254756794,-0.9227945237029804,increasing,0.08389369512008409,0.08389369512008409,Health Care,5
316,MRNA,0.5174316208491551,0.10829518163849479,-0.8345714777481501,0.690865787262114,0.7254601618900153,no change/RTC,0.02056033571618329,-0.3221758957262393,Health Care,8
317,MRO,-0.7378638133404415,0.6151896512929428,0.9650697712607332,-0.7409308437754949,-0.7603101831380792,decreasing,-0.01803931157154113,-0.01803931157154113,Energy,14
318,MS,0.7103284538923632,0.251909149633798,-0.6821248952497695,0.6015927870163995,0.6019276429144328,no change,0.005320200270315732,0.005320200270315732,Financials,11
319,MSCI,0.7220433618129826,0.20860971465380038,-0.743850170841202,0.5866669287210792,0.5984249897433668,increasing,0.25899200498355995,0.25899200498355995,Financials,5
320,MSFT,0.8854187771153207,0.2927972229883667,-0.5569464416001746,0.4029529079359276,0.397927172217285,increasing,0.4807622335790619,0.4807622335790619,Information Technology,5
321,MSI,0.1466366698470885,0.13107866776957194,0.2508903501839396,-0.5451415270704909,-0.5425736582378664,increasing,0.23405425121228296,0.23405425121228296,Information Technology,5
322,MTB,-0.1715647124392217,0.09545563738450362,0.03479760169480239,0.28760625683868296,0.2970604210693487,decreasing,-0.2805782858211726,-0.2805782858211726,Financials,1
323,MTCH,0.7222664864042558,0.49520214985838495,-0.9181074268640154,0.9687133608109224,0.9803602489279047,decreasing/RTC,-0.11666021754599025,0.1948528289794922,Communication Services,20
324,MTD,0.5478424523306548,0.11957716456547608,-0.4162459495829265,0.32810778439068305,0.29907293651565087,no change,0.26349355289026954,0.26349355289026954,Health Care,11
325,MU,0.8474923099078703,0.2310628254880863,-0.671752799079522,0.7876130589874184,0.7514256142456417,increasing/RTC,0.04083669304800053,-0.01979970932006836,Information Technology,12
326,NCLH,0.8432959998871893,0.32749013700776186,-0.7686189970718244,0.7412489848886782,0.7605129142765344,no change/RTC,-0.003143757522802362,0.08684657830180544,Consumer Discretionary,8
327,NDAQ,0.3775479007919053,0.20108592728275018,-0.5370736660608819,0.5004496898900435,0.5382720600067881,decreasing,-0.045931772681755745,-0.0749504051956476,Financials,1
328,NDSN,0.6829033573987355,0.23065369831217736,-0.4703888978606001,0.3546058457968762,0.381479792512076,decreasing/RTC,-0.048160602843839356,0.5259010314941406,Industrials,20
329,NEE,0.3021382313880461,0.004879127570674919,-0.4746077218503965,0.4328180791383814,0.46966671123966874,decreasing,-0.05851063829787234,-0.07031818736683239,Utilities,1
